cod_modelo_color,cod_color_code,des_product_type,sex_Female,sex_Male,sex_Unisex,age_Adult,age_Kids,line_HE,line_KIDS,line_SHE,line_VIOLETA,fabric_C-COMPLEMENTOS,fabric_J-JEANS,fabric_K-CIRCULAR,fabric_L-PIEL,fabric_O-POLIPIEL,fabric_P-PLANA,fabric_T-TRICOT
51085730-99,99,Coat,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53033750-32,32,Glasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51023052-70,70,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53031101-07,7,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53075750-14,14,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51053787-20,20,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57095902-33,33,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57017689-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
67080516-17,17,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57017892-92,92,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57009081-OR,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47034012-02,2,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47065916-99,99,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57082505-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57062504-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57055786-56,56,Beanie,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010465-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57092880-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57053797-92,92,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57080977-52,52,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57063799-65,65,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57033803-99,99,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57052893-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57063803-02,2,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57023810-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57096308-43,43,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57065966-05,5,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57021176-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57015793-09,9,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57015795-90,90,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57035980-68,68,Jacket,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57023820-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57014435-44,44,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57046017-92,92,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57028274-01,1,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57065812-43,43,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57029103-88,88,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57099117-99,99,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53030717-02,2,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53000887-56,56,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53003729-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53075713-94,94,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53050926-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53003773-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51093755-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57027877-70,70,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57035910-43,43,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57045929-16,16,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57047660-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57035785-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57015951-30,30,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57015952-08,8,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57049085-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47097833-OR,5,Ring,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57067702-02,2,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57055949-99,99,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57083261-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57093800-34,34,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57053811-01,1,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57064772-01,1,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57035798-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57015806-81,81,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57084424-06,6,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57085984-91,91,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57086311-94,94,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57067733-35,35,Jacket,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57007752-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57089093-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57086028-85,85,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57007775-70,70,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57059099-PL,99,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43013748-09,9,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53090600-08,8,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53050718-62,62,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53020686-TN,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53073042-28,28,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53080975-08,8,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53071046-28,28,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53015736-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53021097-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53003784-02,2,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51091106-20,20,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57006714-82,82,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57087691-TM,52,Shirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57049212-PL,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57097888-99,99,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57019219-OR,5,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47034001-99,99,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47005859-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47073770-TN,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57020037-01,1,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47085961-05,5,Trousers,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57020215-88,88,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57094389-77,77,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040451-01,1,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57022896-TN,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57023809-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050481-52,52,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57083807-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57094028-92,92,Poloshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57004435-CU,32,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57085982-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57015987-30,30,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
57047709-05,5,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57097724-PL,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57043818-37,37,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57057734-43,43,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57057735-92,92,Pyjama,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57077749-DI,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57087123-04,4,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
67000456-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
41017020-08,8,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43097754-99,99,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53070530-07,7,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53080586-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51020639-37,37,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53060649-70,70,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43077801-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53020797-85,85,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53030840-50,50,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53030663-15,15,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53003720-14,14,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51053043-85,85,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53081016-99,99,Glasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53063757-50,50,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53047671-06,6,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51025015-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51001003-02,2,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51053789-08,8,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57015905-32,32,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57097877-49,49,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57019207-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57017699-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57045943-99,99,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57017900-08,8,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
67040169-09,9,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57018266-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57000152-52,52,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57064388-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47048647-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47028650-TN,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57025956-35,35,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57040458-20,20,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57082883-68,68,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57040463-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57013812-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57047712-01,1,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57025993-05,5,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57086011-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57074430-30,30,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57014437-05,5,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57075810-88,88,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57026025-88,88,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57037904-TO,52,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57015815-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57069085-81,81,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53053023-76,76,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53045008-99,99,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53080547-TO,52,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53060658-01,1,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53073036-37,37,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51070897-37,37,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53043738-92,92,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51063763-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53093765-32,32,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53073765-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
53079070-32,32,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53081123-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53003795-52,52,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57085916-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53103701-50,50,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53015745-80,80,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57039210-43,43,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
67050574-30,30,Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47054027-15,15,Kerchief,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47095840-02,2,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57030003-08,8,Hat,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57030008-26,26,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47047834-81,81,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050157-TM,52,Shorts,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57040259-05,5,Beach Towel,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57023778-08,8,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57000426-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57040326-52,52,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57040453-05,5,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57092886-68,68,Blouse,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57075787-70,70,Gloves,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57001109-99,99,Bodysuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57096308-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57003821-02,2,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57065972-09,9,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57094426-01,1,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57071177-06,6,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57074037-98,98,Fragance,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57056020-30,30,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
57058272-99,99,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57047762-76,76,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53093022-70,70,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43099073-10,10,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53050655-28,28,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53073026-02,2,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53083714-31,31,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51060794-74,74,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53070821-TN,99,Shorts,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53050829-OR,5,Ring,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53055711-50,50,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53083748-43,43,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53083733-06,6,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53053767-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51093776-37,37,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53055752-99,99,Leather Jacket,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
53061103-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53063783-32,32,Cosmetic bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53045768-56,56,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57045923-OR,5,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57007693-52,52,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57019211-OR,5,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57059208-85,85,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57018267-56,56,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47034759-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47067107-08,8,Hat,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47025854-OR,5,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57030010-88,88,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000113-46,46,Hairband,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050091-08,8,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040167-TN,99,Bermudas,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57010256-96,96,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57082878-05,5,Dress,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57034023-56,56,Cap,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57085975-09,9,Parka,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57074036-08,8,Pyjama Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57031178-99,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57005151-CU,32,Cosmetic bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57016018-81,81,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57034435-05,5,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57076314-08,8,Pyjama Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57145963-98,98,Fragance,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57069089-99,99,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57039105-99,99,Bras,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57019100-50,50,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57007762-68,68,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57078279-05,5,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53063699-99,99,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53000673-OR,5,Glasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53003715-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51043731-70,70,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53010937-05,5,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53023760-02,2,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53047671-99,99,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53090968-08,8,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53003794-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57027690-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57020041-88,88,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47047832-08,8,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47037841-52,52,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050086-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57020256-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57010260-09,9,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57095134-30,30,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
57082523-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57001065-56,56,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57004770-70,70,Kerchief,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57065970-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57045795-08,8,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57036715-99,99,Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57086309-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57027718-08,8,Jacket,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57085146-08,8,Trainers,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57036017-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57057727-30,30,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57008278-99,99,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57039114-52,52,Trousers,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57038277-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57097739-05,5,Coat,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
41085789-92,92,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43015821-TC,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53090528-99,99,Foulard,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53010573-TC,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53080687-14,14,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51023700-69,69,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53053029-56,56,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53070830-OR,5,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53090880-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53003721-83,83,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51073735-99,99,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51023749-45,45,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51085724-79,79,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53010992-37,37,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53005774-01,1,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53045769-06,6,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53005786-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53195802-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57025923-09,9,Hairclip,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57026304-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57045938-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57025943-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57007704-20,20,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47050017-07,7,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47052524-08,8,Trainers,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57020028-70,70,Kerchief,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050032-99,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57093721-09,9,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57041025-99,99,Case,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57020266-05,5,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
